"Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","Year_Drafted","Team","Win_Perc","Year_Debut","Round_Drafted_1","Round_Drafted_2","Round_Drafted_3","Round_Drafted_4","Round_Drafted_5","Round_Drafted_6","Round_Drafted_7","Round_Drafted_8","Round_Drafted_10","Round_Drafted_Undrafted","Position_Center","Position_Point guard","Position_Power forward","Position_Shooting guard","Position_Small forward"
"Aaron Gray",61,10,4.3,1.7,3.3,50.5,0,0,0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1,2007,"Chicago Bulls",0.402,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dominic McGuire",70,9.9,1.3,0.6,1.5,37.9,0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2,0.6,0.3,0.4,0.6,1,2007,"Washington Wizards",0.524,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Brandan Wright",38,9.9,4,1.6,2.9,55.4,0,0,0,0.7,1.1,67.5,1,1.6,2.6,0.2,0.2,0.6,0.3,1,2007,"Charlotte Hornets",0.39,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jermareo Davidson",38,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,0,2007,"Golden State Warriors",0.585,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mario West",64,4.2,0.9,0.3,0.8,42.9,0,0.1,0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.2,0.1,0.1,0,2007,"Atlanta Hawks",0.451,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Demetris Nichols",14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0,2007,"Portland Trail Blazers",0.5,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Willie Cauley-Stein",66,21.4,7,2.9,5.1,56.3,0,0,0,1.2,1.9,64.8,2,3.3,5.3,0.6,0.7,1,0.7,0,2015,"Sacramento Kings",0.402,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Brandon Roy",57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,1,3.4,4.4,4,1.2,0.2,2,1,2006,"Minnesota Timberwolves",0.39,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Adam Morrison",78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,0,2006,"Charlotte Hornets",0.402,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rudy Gay",78,27,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,1,2006,"Houston Rockets",0.634,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rajon Rondo",78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,1,2006,"Phoenix Suns",0.744,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Randy Foye",82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,1,2006,"Boston Celtics",0.293,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LaMarcus Aldridge",63,22.1,9,3.8,7.6,50.3,0,0,0,1.3,1.8,72.2,2.3,2.7,5,0.4,0.3,1.2,0.7,1,2006,"Chicago Bulls",0.598,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tarence Kinsey",48,20.1,7.7,2.9,6.3,45.7,0.3,1,28.3,1.6,2,79.6,0.6,1.4,2,0.9,1.1,0,1,0,2006,"Memphis Grizzlies",0.268,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Josh Richardson",52,21.3,6.6,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0,2015,"Miami Heat",0.585,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Craig Smith",82,18.7,7.4,3,5.6,53.1,0,0.1,0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1,2006,"Minnesota Timberwolves",0.39,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Shelden Williams",81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1,2006,"Atlanta Hawks",0.366,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Paul Millsap",82,18,6.8,2.5,4.9,52.5,0,0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1,2006,"Utah Jazz",0.622,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rodney Carney",67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1,2006,"Chicago Bulls",0.598,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marcus Williams",79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,0,2006,"Brooklyn Nets",0.5,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Daniel Gibson",60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1,2006,"Cleveland Cavaliers",0.61,2006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Renaldo Balkman",68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1,2006,"New York Knicks",0.402,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rondae Hollis-Jefferson",29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4,5.3,1.5,1.3,0.6,0.9,0,2015,"Portland Trail Blazers",0.537,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jordan Farmar",72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,1,2006,"Los Angeles Lakers",0.512,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Allan Ray",47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0,2006,"Boston Celtics",0.293,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Mardy Collins",52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2,1.6,0.6,0.1,1.1,0,2006,"New York Knicks",0.402,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"J.J. Redick",42,14.8,6,1.9,4.6,41,0.9,2.3,38.8,1.3,1.4,90,0.2,1,1.2,0.9,0.3,0,0.5,1,2006,"Orlando Magic",0.488,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyrus Thomas",72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1,2006,"Portland Trail Blazers",0.39,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Alexander Johnson",59,12.8,4.4,1.5,2.9,53.8,0,0,0,1.3,2,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,0,2006,"Memphis Grizzlies",0.268,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cedric Simmons",43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,0,2006,"Charlotte Hornets",0.476,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Frank Kaminsky",81,21.1,7.5,2.7,6.5,41,0.8,2.5,33.7,1.3,1.8,73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,0,2015,"Charlotte Hornets",0.585,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Shawne Williams",46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1,2006,"Indiana Pacers",0.427,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ronnie Brewer",56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1,2006,"Utah Jazz",0.622,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"David Noel",68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,0,2006,"Milwaukee Bucks",0.341,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Solomon Jones",58,11.5,3.3,1.1,2.2,50.8,0,0,0,1,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,1,2006,"Atlanta Hawks",0.366,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Leon Powe",63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1,2006,"Denver Nuggets",0.549,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hilton Armstrong",56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,1,2006,"Charlotte Hornets",0.476,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Josh Boone",61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,0,2006,"Brooklyn Nets",0.5,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lynn Greer",41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,0,2002,"Milwaukee Bucks",0.341,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Chris Quinn",42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0,0.5,1,2006,"Miami Heat",0.537,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Anthony Brown",29,20.7,4,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0,2015,"Los Angeles Lakers",0.207,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Quincy Douby",42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0,2006,"Sacramento Kings",0.402,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Hassan Adams",61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0,2006,"Brooklyn Nets",0.5,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bobby Jones",44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,0,2006,"Minnesota Timberwolves",0.39,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Andre Brown",38,7.1,2.4,1.1,1.9,56.8,0,0,0,0.2,0.4,60,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0,2004,"Oklahoma City Thunder",0.244,2007,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Steve Novak",35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1,2006,"Houston Rockets",0.634,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Chris Paul",78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,1,2005,"Charlotte Hornets",0.463,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Raymond Felton",80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,1,2005,"Charlotte Hornets",0.317,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Charlie Villanueva",81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,1,2005,"Toronto Raptors",0.329,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Luther Head",80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,1,2005,"Houston Rockets",0.415,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Deron Williams",80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,1,2005,"Utah Jazz",0.5,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Larry Nance Jr.",63,20.1,5.5,2.5,4.8,52.7,0,0.2,10,0.5,0.7,68.1,1.6,3.3,5,0.7,0.9,0.4,0.7,0,2015,"Los Angeles Lakers",0.207,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Marvin Williams",79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,1,2005,"Atlanta Hawks",0.317,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Channing Frye",65,24.2,12.3,4.7,9.8,47.7,0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1,2005,"New York Knicks",0.28,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Danny Granger",78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,1,2005,"Indiana Pacers",0.5,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ryan Gomes",61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,1,2005,"Boston Celtics",0.402,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nate Robinson",72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,1,2005,"Phoenix Suns",0.659,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Salim Stoudamire",61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,0,2005,"Atlanta Hawks",0.317,2005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jarrett Jack",79,20.2,6.7,2.4,5.4,44.2,0.3,1,26.3,1.6,2,80,0.2,1.8,2,2.8,0.5,0,1.3,1,2005,"Denver Nuggets",0.537,2005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"T.J. McConnell",81,19.8,6.1,2.7,5.7,47,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,4.5,1.2,0.1,1.7,0,2015,"Philadelphia 76ers",0.122,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Joey Graham",80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,1,2005,"Toronto Raptors",0.329,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monta Ellis",49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1,2005,"Golden State Warriors",0.415,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Martell Webster",61,17.5,6.6,2.3,5.7,39.9,1.1,3,35.7,1,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1,2005,"Portland Trail Blazers",0.256,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Rashad McCants",79,17.2,7.9,3.1,6.8,45,0.8,2.3,37.2,1,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,0,2005,"Minnesota Timberwolves",0.402,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"David Lee",67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,1,2005,"New York Knicks",0.28,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Alan Anderson",36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1,2005,"Charlotte Hornets",0.317,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Orien Greene",80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1,0.1,1.4,0,2005,"Boston Celtics",0.402,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ike Diogu",69,14.9,7,2.5,4.8,52.4,0,0,0,2,2.4,81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,1,2005,"Golden State Warriors",0.415,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Daniel Ewing",66,14.7,3.8,1.5,3.9,38,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,0,2005,"Los Angeles Clippers",0.573,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Gerald Fitch",18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,0,2004,"Miami Heat",0.634,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"James Singleton",59,12.8,3.4,1.3,2.6,51,0.2,0.3,50,0.7,0.8,78,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1,2003,"Los Angeles Clippers",0.573,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Josh Powell",37,11.6,3,1,2.2,45.7,0,0,0,1,1.2,80,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1,2003,"Dallas Mavericks",0.732,2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Hakim Warrick",68,10.6,4.1,1.5,3.4,44.3,0,0,0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1,2005,"Memphis Grizzlies",0.598,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wayne Simien",43,9.6,3.4,1.3,2.8,48.3,0,0,0,0.7,0.8,88.2,0.9,1.2,2,0.2,0.3,0,0.6,0,2005,"Miami Heat",0.634,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Antoine Wright",39,9.5,1.8,0.7,2.1,35.8,0,0.4,6.7,0.3,0.6,50,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1,2005,"Brooklyn Nets",0.598,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Donell Taylor",51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,0,2005,"Washington Wizards",0.512,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"C.J. Miles",23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25,0.8,1,75,0.8,0.9,1.7,0.7,0.3,0.1,0.4,1,2005,"Utah Jazz",0.5,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Malcolm Brogdon",32,22.9,8.3,3.2,6.9,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,2.5,3.6,1,0.1,1.5,0,2016,"Milwaukee Bucks",0.512,2016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kevin Burleson",39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,0,2003,"Charlotte Hornets",0.317,2005,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Shavlik Randolph",57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,1,2005,"Philadelphia 76ers",0.463,2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Andrew Bynum",46,7.3,1.6,0.7,1.8,40.2,0,0,0,0.2,0.6,29.6,0.7,1,1.7,0.2,0.1,0.5,0.4,1,2005,"Los Angeles Lakers",0.549,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lawrence Roberts",33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,0,2005,"Memphis Grizzlies",0.598,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Emeka Okafor",73,35.6,15.1,6.1,13.7,44.7,0,0,0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,1,2004,"Charlotte Hornets",0.22,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Andre Iguodala",82,32.8,9,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3,1.7,0.6,1.7,1,2004,"Philadelphia 76ers",0.524,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Dwight Howard",82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,1,2004,"Orlando Magic",0.439,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Josh Childress",80,29.7,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,0.9,0.4,1.3,1,2004,"Atlanta Hawks",0.159,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Josh Smith",74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,0.8,1.9,1.8,1,2004,"Atlanta Hawks",0.159,2004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Chris Duhon",82,26.5,5.9,2.1,6,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1,0,1.4,1,2004,"Chicago Bulls",0.573,2004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"J.R. Smith",76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2,1.9,0.7,0.1,1.4,1,2004,"Charlotte Hornets",0.22,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Quinton Ross",78,21.3,5.1,2.1,4.8,43.2,0,0.1,25,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,1,2003,"Los Angeles Clippers",0.451,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Jameer Nelson",79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3,1,0,1.5,1,2004,"Denver Nuggets",0.598,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bobby Portis",62,17.8,7,3,7,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2,3.5,5.4,0.8,0.4,0.3,0.9,0,2015,"Chicago Bulls",0.512,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sebastian Telfair",68,19.6,6.8,2.5,6.3,39.3,0.3,1,24.6,1.5,2,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1,2004,"Portland Trail Blazers",0.329,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Matt Freije",23,19.2,4,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2,2.7,0.9,0.6,0.1,0.7,0,2004,"Miami Heat",0.72,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Matt Bonner",82,18.9,7.2,3,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.2,0.5,1,2003,"Chicago Bulls",0.28,2003,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"David Harrison",43,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,0.4,1.3,1.2,0,2004,"Indiana Pacers",0.537,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Trevor Ariza",80,17.3,5.9,2.2,4.9,44.2,0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3,1.1,0.9,0.2,0.9,1,2004,"New York Knicks",0.402,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nick Collison",82,17,5.6,2.3,4.3,53.7,0,0,0,1,1.4,70.3,1.9,2.7,4.6,0.4,0.4,0.6,0.8,1,2003,"Oklahoma City Thunder",0.451,2003,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tony Allen",77,16.4,6.4,2.4,5,47.5,0.2,0.4,38.7,1.5,2,73.7,1.1,1.8,2.9,0.8,1,0.3,1,1,2004,"Boston Celtics",0.549,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Devin Harris",76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1,1.4,75.7,0.4,1,1.3,2.2,1,0.3,1.1,1,2004,"Washington Wizards",0.549,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jackson Vroman",46,15.3,4.6,1.8,4.3,41.2,0,0.1,0,1,1.6,64,1.4,2.4,3.8,0.9,0.5,0.4,1.4,0,2004,"Chicago Bulls",0.573,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Al Jefferson",71,14.8,6.7,2.7,5.2,52.8,0,0,0,1.2,1.9,63,1.7,2.7,4.4,0.3,0.3,0.8,0.9,1,2004,"Boston Celtics",0.549,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Billy Thomas",25,14.2,3.7,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.7,0.6,0,0.4,0,1998,"Brooklyn Nets",0.598,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Kirk Snyder",68,13.3,5,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1,1.8,0.5,0.4,0.3,0.8,0,2004,"Utah Jazz",0.317,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Royal Ivey",62,13,3.5,1.4,3.2,42.9,0,0.1,33.3,0.8,1.1,70.1,0.3,1,1.4,1.7,0.6,0.1,0.9,1,2004,"Atlanta Hawks",0.159,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
