Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Year_Drafted,Round_Drafted,Team ,Win_Perc,Position ,Year_Debut
Randy Foye,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,1,2006,1,Boston Celtics,0.293,Shooting guard,2006
LaMarcus Aldridge,63,22.1,9,3.8,7.6,50.3,0,0,0,1.3,1.8,72.2,2.3,2.7,5,0.4,0.3,1.2,0.7,1,2006,1,Chicago Bulls,0.598,Center,2006
Tarence Kinsey,48,20.1,7.7,2.9,6.3,45.7,0.3,1,28.3,1.6,2,79.6,0.6,1.4,2,0.9,1.1,0,1,0,2006,U,Memphis Grizzlies,0.268,Shooting guard,2006
Josh Richardson,52,21.3,6.6,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0,2015,2,Miami Heat,0.585,Shooting guard,2015
Craig Smith,82,18.7,7.4,3,5.6,53.1,0,0.1,0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1,2006,2,Minnesota Timberwolves,0.39,Power forward,2006
Shelden Williams,81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1,2006,1,Atlanta Hawks,0.366,Power forward,2006
Paul Millsap,82,18,6.8,2.5,4.9,52.5,0,0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1,2006,2,Utah Jazz,0.622,Power forward,2006
Rodney Carney,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1,2006,1,Chicago Bulls,0.598,Small forward,2006
Marcus Williams,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,0,2006,1,Brooklyn Nets,0.5,Point guard,2006
Daniel Gibson,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1,2006,2,Cleveland Cavaliers,0.61,Point guard,2006
Renaldo Balkman,68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1,2006,1,New York Knicks,0.402,Small forward,2006
Rondae Hollis-Jefferson,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4,5.3,1.5,1.3,0.6,0.9,0,2015,1,Portland Trail Blazers,0.537,Small forward,2015
Jordan Farmar,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,1,2006,1,Los Angeles Lakers,0.512,Point guard,2006
Allan Ray,47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0,2006,U,Boston Celtics,0.293,Point guard,2006
Mardy Collins,52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2,1.6,0.6,0.1,1.1,0,2006,1,New York Knicks,0.402,Shooting guard,2006
J.J. Redick,42,14.8,6,1.9,4.6,41,0.9,2.3,38.8,1.3,1.4,90,0.2,1,1.2,0.9,0.3,0,0.5,1,2006,1,Orlando Magic,0.488,Shooting guard,2006
Tyrus Thomas,72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1,2006,1,Portland Trail Blazers,0.39,Power forward,2006
Alexander Johnson,59,12.8,4.4,1.5,2.9,53.8,0,0,0,1.3,2,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,0,2006,2,Memphis Grizzlies,0.268,Power forward,2006
Cedric Simmons,43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,0,2006,1,Charlotte Hornets,0.476,Power forward,2006
Frank Kaminsky,81,21.1,7.5,2.7,6.5,41,0.8,2.5,33.7,1.3,1.8,73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,0,2015,1,Charlotte Hornets,0.585,Center,2015
Shawne Williams,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1,2006,1,Indiana Pacers,0.427,Small forward,2006
Ronnie Brewer,56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1,2006,1,Utah Jazz,0.622,Shooting guard,2006
David Noel,68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,0,2006,2,Milwaukee Bucks,0.341,Small forward,2006
Solomon Jones,58,11.5,3.3,1.1,2.2,50.8,0,0,0,1,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,1,2006,2,Atlanta Hawks,0.366,Power forward,2006
Leon Powe,63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1,2006,2,Denver Nuggets,0.549,Power forward,2006
Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,1,2006,1,Charlotte Hornets,0.476,Center,2006
Josh Boone,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,0,2006,1,Brooklyn Nets,0.5,Power forward,2006
Lynn Greer,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,0,2002,U ,Milwaukee Bucks,0.341,Point guard,2006
Chris Quinn,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0,0.5,1,2006,U,Miami Heat,0.537,Point guard,2006
Anthony Brown,29,20.7,4,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0,2015,2,Los Angeles Lakers,0.207,Small forward,2015
Quincy Douby,42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0,2006,1,Sacramento Kings,0.402,Shooting guard,2006
Hassan Adams,61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0,2006,2,Brooklyn Nets,0.5,Shooting guard,2006
Bobby Jones,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,0,2006,2,Minnesota Timberwolves,0.39,Small forward,2006
Andre Brown,38,7.1,2.4,1.1,1.9,56.8,0,0,0,0.2,0.4,60,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0,2004,U,Oklahoma City Thunder,0.244,Center,2007
Steve Novak,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1,2006,2,Houston Rockets,0.634,Power forward,2006
Chris Paul,78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,1,2005,1,Charlotte Hornets,0.463,Point guard,2005
Raymond Felton,80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,1,2005,1,Charlotte Hornets,0.317,Point guard,2005
Charlie Villanueva,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,1,2005,1,Toronto Raptors,0.329,Power forward,2005
Luther Head,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,1,2005,1,Houston Rockets,0.415,Shooting guard,2005
Deron Williams,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,1,2005,1,Utah Jazz,0.5,Point guard,2005
Larry Nance Jr.,63,20.1,5.5,2.5,4.8,52.7,0,0.2,10,0.5,0.7,68.1,1.6,3.3,5,0.7,0.9,0.4,0.7,0,2015,1,Los Angeles Lakers,0.207,Power forward,2015
Marvin Williams,79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,1,2005,1,Atlanta Hawks,0.317,Power forward,2005
Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1,2005,1,New York Knicks,0.28,Power forward,2005
Danny Granger,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,1,2005,1,Indiana Pacers,0.5,Small forward,2005
Ryan Gomes,61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,1,2005,2,Boston Celtics,0.402,Small forward,2005
Nate Robinson,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,1,2005,1,Phoenix Suns,0.659,Point guard,2005
Salim Stoudamire,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,0,2005,2,Atlanta Hawks,0.317,Point guard,2005
Jarrett Jack,79,20.2,6.7,2.4,5.4,44.2,0.3,1,26.3,1.6,2,80,0.2,1.8,2,2.8,0.5,0,1.3,1,2005,1,Denver Nuggets,0.537,Point guard,2005
T.J. McConnell,81,19.8,6.1,2.7,5.7,47,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,4.5,1.2,0.1,1.7,0,2015,U,Philadelphia 76ers,0.122,Point guard,2015
Joey Graham,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,1,2005,1,Toronto Raptors,0.329,Small forward,2005
Monta Ellis,49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1,2005,2,Golden State Warriors,0.415,Shooting guard,2005
Martell Webster,61,17.5,6.6,2.3,5.7,39.9,1.1,3,35.7,1,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1,2005,1,Portland Trail Blazers,0.256,Small forward,2005
Rashad McCants,79,17.2,7.9,3.1,6.8,45,0.8,2.3,37.2,1,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,0,2005,1,Minnesota Timberwolves,0.402,Shooting guard,2005
David Lee,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,1,2005,1,New York Knicks,0.28,Power forward,2005
Alan Anderson,36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1,2005,U,Charlotte Hornets,0.317,Shooting guard,2005
Orien Greene,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1,0.1,1.4,0,2005,2,Boston Celtics,0.402,Shooting guard,2005
Ike Diogu,69,14.9,7,2.5,4.8,52.4,0,0,0,2,2.4,81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,1,2005,1,Golden State Warriors,0.415,Power forward,2005
Daniel Ewing,66,14.7,3.8,1.5,3.9,38,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,0,2005,2,Los Angeles Clippers,0.573,Shooting guard,2005
Gerald Fitch,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,0,2004,U,Miami Heat,0.634,Shooting guard,2005
James Singleton,59,12.8,3.4,1.3,2.6,51,0.2,0.3,50,0.7,0.8,78,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1,2003,U,Los Angeles Clippers,0.573,Small forward,2005
Josh Powell,37,11.6,3,1,2.2,45.7,0,0,0,1,1.2,80,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1,2003,U,Dallas Mavericks,0.732,Power forward,2005
Hakim Warrick,68,10.6,4.1,1.5,3.4,44.3,0,0,0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1,2005,1,Memphis Grizzlies,0.598,Power forward,2005
Wayne Simien,43,9.6,3.4,1.3,2.8,48.3,0,0,0,0.7,0.8,88.2,0.9,1.2,2,0.2,0.3,0,0.6,0,2005,1,Miami Heat,0.634,Power forward,2005
Antoine Wright,39,9.5,1.8,0.7,2.1,35.8,0,0.4,6.7,0.3,0.6,50,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1,2005,1,Brooklyn Nets,0.598,Shooting guard,2005
Donell Taylor,51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,0,2005,U,Washington Wizards,0.512,Shooting guard,2005
C.J. Miles,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25,0.8,1,75,0.8,0.9,1.7,0.7,0.3,0.1,0.4,1,2005,2,Utah Jazz,0.5,Shooting guard,2005
Malcolm Brogdon,32,22.9,8.3,3.2,6.9,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,2.5,3.6,1,0.1,1.5,0,2016,2,Milwaukee Bucks,0.512,Point guard,2016
Kevin Burleson,39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,0,2003,U,Charlotte Hornets,0.317,Point guard,2005
Shavlik Randolph,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,1,2005,U,Philadelphia 76ers,0.463,Power forward,2005
Andrew Bynum,46,7.3,1.6,0.7,1.8,40.2,0,0,0,0.2,0.6,29.6,0.7,1,1.7,0.2,0.1,0.5,0.4,1,2005,1,Los Angeles Lakers,0.549,Center,2005
Lawrence Roberts,33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,0,2005,2,Memphis Grizzlies,0.598,Power forward,2005
Emeka Okafor,73,35.6,15.1,6.1,13.7,44.7,0,0,0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,1,2004,1,Charlotte Hornets,0.22,Center,2004
Andre Iguodala,82,32.8,9,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3,1.7,0.6,1.7,1,2004,1,Philadelphia 76ers,0.524,Small forward,2004
Dwight Howard,82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,1,2004,1,Orlando Magic,0.439,Center,2004
Josh Childress,80,29.7,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,0.9,0.4,1.3,1,2004,1,Atlanta Hawks,0.159,Small forward,2004
Josh Smith,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,0.8,1.9,1.8,1,2004,1,Atlanta Hawks,0.159,Power forward,2004
Chris Duhon,82,26.5,5.9,2.1,6,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1,0,1.4,1,2004,2,Chicago Bulls,0.573,Point guard,2004
J.R. Smith,76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2,1.9,0.7,0.1,1.4,1,2004,1,Charlotte Hornets,0.22,Shooting guard,2004
Quinton Ross,78,21.3,5.1,2.1,4.8,43.2,0,0.1,25,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,1,2003,U,Los Angeles Clippers,0.451,Shooting guard,2004
Jameer Nelson,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3,1,0,1.5,1,2004,1,Denver Nuggets,0.598,Point guard,2004
Bobby Portis,62,17.8,7,3,7,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2,3.5,5.4,0.8,0.4,0.3,0.9,0,2015,1,Chicago Bulls,0.512,Power forward,2015
Sebastian Telfair,68,19.6,6.8,2.5,6.3,39.3,0.3,1,24.6,1.5,2,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1,2004,1,Portland Trail Blazers,0.329,Point guard,2004
Matt Freije,23,19.2,4,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2,2.7,0.9,0.6,0.1,0.7,0,2004,2,Miami Heat,0.72,Power forward,2004
Matt Bonner,82,18.9,7.2,3,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.2,0.5,1,2003,2,Chicago Bulls,0.28,Power forward,2003
David Harrison,43,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,0.4,1.3,1.2,0,2004,1,Indiana Pacers,0.537,Center,2004
Trevor Ariza,80,17.3,5.9,2.2,4.9,44.2,0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3,1.1,0.9,0.2,0.9,1,2004,2,New York Knicks,0.402,Small forward,2004
Nick Collison,82,17,5.6,2.3,4.3,53.7,0,0,0,1,1.4,70.3,1.9,2.7,4.6,0.4,0.4,0.6,0.8,1,2003,1,Oklahoma City Thunder,0.451,Power forward,2003
Tony Allen,77,16.4,6.4,2.4,5,47.5,0.2,0.4,38.7,1.5,2,73.7,1.1,1.8,2.9,0.8,1,0.3,1,1,2004,1,Boston Celtics,0.549,Shooting guard,2004
Devin Harris,76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1,1.4,75.7,0.4,1,1.3,2.2,1,0.3,1.1,1,2004,1,Washington Wizards,0.549,Point guard,2004
Jackson Vroman,46,15.3,4.6,1.8,4.3,41.2,0,0.1,0,1,1.6,64,1.4,2.4,3.8,0.9,0.5,0.4,1.4,0,2004,2,Chicago Bulls,0.573,Power forward,2004
Al Jefferson,71,14.8,6.7,2.7,5.2,52.8,0,0,0,1.2,1.9,63,1.7,2.7,4.4,0.3,0.3,0.8,0.9,1,2004,1,Boston Celtics,0.549,Center,2004
Billy Thomas,25,14.2,3.7,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.7,0.6,0,0.4,0,1998,U,Brooklyn Nets,0.598,Shooting guard,2005
Kirk Snyder,68,13.3,5,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1,1.8,0.5,0.4,0.3,0.8,0,2004,1,Utah Jazz,0.317,Shooting guard,2004
Royal Ivey,62,13,3.5,1.4,3.2,42.9,0,0.1,33.3,0.8,1.1,70.1,0.3,1,1.4,1.7,0.6,0.1,0.9,1,2004,2,Atlanta Hawks,0.159,Shooting guard,2004
Kris Humphries,67,13,4.1,1.7,4.3,40.4,0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.6,0.4,0.3,0.8,1,2004,1,Utah Jazz,0.317,Power forward,2004
Delonte West,39,13,4.5,1.7,4,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1,2004,1,Boston Celtics,0.549,Point guard,2004
Andre Barrett,38,12.7,3.1,1.2,3.3,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,1.1,1.8,0.5,0,0.7,0,2004,U,Houston Rockets,0.622,Point guard,2004
Lionel Chalmers,36,12,3.1,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,1.4,0.4,0,0.7,0,2004,2,Los Angeles Clippers,0.451,Point guard,2004
Jerian Grant,76,16.6,5.6,2,5.1,39.4,0.3,1.3,22,1.3,1.6,78,0.3,1.6,1.9,2.3,0.7,0.1,1.1,0,2015,1,Washington Wizards,0.5,Point guard,2015
Donta Smith,38,11.4,3.3,1.2,3,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,1.4,1,0.6,0.1,0.7,0,2004,2,Atlanta Hawks,0.159,Small forward,2004
James Thomas,11,10.6,2.4,1.1,1.8,60,0,0,0,0.2,0.5,33.3,1.5,1.8,3.4,0.4,0.4,0.4,0.6,0,2004,U,Portland Trail Blazers,0.256,Power forward,2005
Kevin Martin,45,10.1,2.9,1,2.6,38.5,0.1,0.6,20,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,1,2004,1,Sacramento Kings,0.61,Shooting guard,2004
LeBron James,79,39.5,20.9,7.9,18.9,41.7,0.8,2.7,29,4.4,5.8,75.4,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1,2003,1,Cleveland Cavaliers,0.427,Small forward,2003
Carmelo Anthony,82,36.5,21,7.6,17.9,42.6,0.8,2.6,32.2,5,6.4,77.7,2.2,3.8,6.1,2.8,1.2,0.5,3,1,2003,1,Denver Nuggets,0.524,Small forward,2003
Kirk Hinrich,76,35.6,12,4.2,10.8,38.6,1.9,4.9,39,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,1,2003,1,Chicago Bulls,0.28,Point guard,2003
Dwyane Wade,61,34.9,16.2,6.1,13.1,46.5,0.3,0.9,30.2,3.8,5.1,74.7,1.4,2.7,4,4.5,1.4,0.6,3.2,1,2003,1,Miami Heat,0.512,Shooting guard,2003
Chris Bosh,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1,0.8,1.4,1.4,1,2003,1,Toronto Raptors,0.402,Center,2003
Jarvis Hayes,70,29.2,9.6,4,9.9,40,0.6,1.9,30.5,1.1,1.4,78.6,1,2.8,3.8,1.5,1,0.2,1.6,1,2003,1,Washington Wizards,0.305,Small forward,2003
T.J. Ford,55,26.8,7.1,2.8,7.2,38.4,0.1,0.4,23.8,1.5,1.8,81.6,0.7,2.5,3.2,6.5,1.1,0.1,2.5,1,2003,1,Milwaukee Bucks,0.5,Point guard,2003
Keith Bogans,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1,1,2003,2,Milwaukee Bucks,0.5,Shooting guard,2003
Udonis Haslem,75,23.9,7.3,2.7,6,45.9,0,0,0,1.9,2.4,76.5,2.5,3.8,6.3,0.7,0.4,0.3,1,1,2002,U,Miami Heat,0.512,Power forward,2003
Josh Howard,67,23.7,8.6,3.4,7.9,43,0.3,1,30.3,1.4,2.1,70.3,2.2,3.3,5.5,1.4,1,0.8,1,1,2003,1,Dallas Mavericks,0.634,Small forward,2003
Chris Kaman,82,22.5,6.1,2.4,5.3,46,0,0,0,1.2,1.7,69.7,1.5,4.1,5.6,1,0.3,0.9,1.9,1,2003,1,Los Angeles Clippers,0.341,Center,2003
Tyus Jones,37,15.5,4.2,1.5,4.2,35.9,0.4,1.4,30.2,0.8,1.1,71.8,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0,2015,1,Cleveland Cavaliers,0.695,Point guard,2015
Matt Barnes,38,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4,1.3,0.7,0.1,1.2,1,2002,2,Memphis Grizzlies,0.341,Small forward,2002
Ronald Dupree,47,19,6.2,2.4,6,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,1,2003,U,Chicago Bulls,0.573,Small forward,2004
Steve Blake,75,18.6,5.9,2.1,5.4,38.6,1,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1,2003,2,Washington Wizards,0.305,Point guard,2003
Marquis Daniels,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,1,2003,U ,Dallas Mavericks,0.634,Shooting guard,2003
Linton Johnson,41,17.9,4.2,1.8,5,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3,4.5,0.7,0.9,0.8,0.9,1,2002,U,Chicago Bulls,0.28,Power forward,2003
Marcus Banks,81,17.1,5.9,2.2,5.5,40,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,1,2003,1,Memphis Grizzlies,0.61,Point guard,2003
Luke Ridnour,69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1,2003,1,Oklahoma City Thunder,0.451,Point guard,2003
Willie Green,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1,0.5,0.1,1.1,1,2003,2,Oklahoma City Thunder,0.451,Shooting guard,2003
Chris McCullough,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1,47.8,1,1.8,2.8,0.4,1.2,0.5,0.6,0,2015,1,Brooklyn Nets,0.256,Power forward,2015
Mo Williams,57,13.5,5,2,5.3,38,0.2,0.7,25.6,0.8,1,78.6,0.4,0.9,1.3,1.3,0.5,0,0.9,1,2003,2,Utah Jazz,0.512,Point guard,2003
David West,71,13.1,3.8,1.5,3.2,47.4,0,0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1,2003,1,Charlotte Hornets,0.5,Power forward,2003
Brian Cook,35,12.6,4.4,1.9,4,47.5,0,0.1,0,0.6,0.8,75,0.9,2,2.9,0.6,0.5,0.5,0.5,1,2003,1,Los Angeles Lakers,0.683,Power forward,2003
Travis Hansen,41,12.4,3,1.1,3.2,35.4,0.2,0.7,30,0.5,0.7,81.5,0.7,1,1.7,0.5,0.2,0.2,0.4,0,2003,2,Atlanta Hawks,0.341,Shooting guard,2003
Kyle Korver,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1,2003,2,Brooklyn Nets,0.573,Shooting guard,2003
Norman Powell,49,14.8,5.6,2,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1,0.6,0.2,0.7,0,2015,2,Milwaukee Bucks,0.402,Shooting guard,2015
Brandon Hunter,36,11.3,3.5,1.5,3.2,45.7,0,0.1,0,0.5,1.2,44.2,1.4,1.9,3.3,0.5,0.4,0,0.6,0,2003,2,Boston Celtics,0.439,Power forward,2003
